,cena,powierzchnia,liczba_pokoi,stan_wykonczenia,balkon_ogrod_taras,czynsz,miejsce_parkingowe,ogrzewanie,lokalizacja
3091,700000,53.0,3,do zamieszkania,balkon,700,garaż/miejsce parkingowe,kotłownia,"ul. Kazimierza Wierzyńskiego, Mydlniki, Bronowice, Kraków, małopolskie"
3092,669000,45.0,3,do zamieszkania,,,,miejskie,"Bieńczyce, Bieńczyce, Kraków, małopolskie"
3093,545000,42.0,2,do zamieszkania,,650,,miejskie,"ul. Strzelców, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3094,1490000,131.82,4,do zamieszkania,"balkon, ogródek, taras",,garaż/miejsce parkingowe,gazowe,"ul. Na Popielówkę, Zielonki, Zielonki, krakowski, małopolskie"
3095,918500,53.4,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Mydlniki, Bronowice, Kraków, małopolskie"
3096,599860,42.99,2,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"Przyjaźni Polsko-Węgierskiej, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3097,425000,26.0,1,do wykończenia,ogródek,260,garaż/miejsce parkingowe,miejskie,"Ruczaj, Dębniki, Kraków, małopolskie"
3098,623000,36.46,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3099,799300,50.07,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3100,785000,48.6,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3101,650000,40.5,2,do wykończenia,ogródek,405,garaż/miejsce parkingowe,miejskie,"Ruczaj, Dębniki, Kraków, małopolskie"
3102,591000,45.0,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3103,740000,63.84,3,do remontu,,,,miejskie,"Skotniki, Dębniki, Kraków, małopolskie"
3104,1199000,47.0,2,do zamieszkania,,600,garaż/miejsce parkingowe,miejskie,"ul. Piwna, Stare Podgórze, Podgórze, Kraków, małopolskie"
3105,495000,37.5,2,do remontu,,350,,miejskie,"Azory, Prądnik Biały, Kraków, małopolskie"
3106,639999,53.4,3,do wykończenia,,600,garaż/miejsce parkingowe,miejskie,"Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3107,811134,50.07,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3108,459000,39.42,1,do remontu,balkon,,,miejskie,"ul. Odrzańska, Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, małopolskie"
3109,888419,56.08,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3110,839000,42.0,2,do zamieszkania,balkon,400,garaż/miejsce parkingowe,miejskie,"ul. Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, małopolskie"
3111,1120000,69.0,3,do zamieszkania,balkon,1000,garaż/miejsce parkingowe,,"Bronowice, Bronowice, Kraków, małopolskie"
3112,840728,52.19,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3113,575000,47.17,2,,,750,garaż/miejsce parkingowe,,"Nowa Huta, Nowa Huta, Kraków, małopolskie"
3114,1475000,67.55,2,do zamieszkania,,980,garaż/miejsce parkingowe,miejskie,"ul. Celna, Stare Podgórze, Podgórze, Kraków, małopolskie"
3115,598000,47.84,3,do zamieszkania,balkon,575,,miejskie,"ul. Nowosądecka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3116,1812132,101.52,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Spiżowa, Małe Błonia, Krowodrza, Kraków, małopolskie"
3117,1546320,81.6,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Spiżowa, Małe Błonia, Krowodrza, Kraków, małopolskie"
3118,699000,46.5,2,do zamieszkania,balkon,375,garaż/miejsce parkingowe,gazowe,"ul. Kobierzyńska, Ruczaj, Dębniki, Kraków, małopolskie"
3119,729000,52.93,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Lasówka 30C,  Płaszowska, Lipska, Myśliwska, Koszykarska, Saska, Kuklińskiego, Ofiar Dąbia, Płaszów, Podgórze, Kraków, małopolskie"
3120,870000,67.4,3,do zamieszkania,balkon,840,garaż/miejsce parkingowe,,"Ruczaj, Dębniki, Kraków, małopolskie"
3121,760000,60.25,4,,balkon,768,,miejskie,"ul. Wileńska, Olsza, Prądnik Czerwony, Kraków, małopolskie"
3122,1699000,162.5,5,,balkon,,,miejskie,"Bronowice, Bronowice, Kraków, małopolskie"
3123,1550000,101.8,3,do zamieszkania,balkon,440,,elektryczne,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
3124,805500,35.8,2,do zamieszkania,,1,,gazowe,"ul. Wenecja, Piasek, Stare Miasto, Kraków, małopolskie"
3125,,117.0,5,do wykończenia,balkon,1,,inne,"ul. Podłużna, Chełm, Zwierzyniec, Kraków, małopolskie"
3126,2650000,125.0,4,do zamieszkania,"balkon, taras",1140,garaż/miejsce parkingowe,miejskie,"ul. Fabryczna, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3127,1270000,88.21,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Bronowicka, Bronowice, Bronowice, Kraków, małopolskie"
3128,2247000,89.54,4,do wykończenia,balkon,800,garaż/miejsce parkingowe,gazowe,"ul. Kujawska, Nowa Wieś, Krowodrza, Kraków, małopolskie"
3129,1350000,73.84,4,do zamieszkania,ogródek,100,garaż/miejsce parkingowe,gazowe,"ul. Królowej Jadwigi, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
3130,765000,74.75,4,do zamieszkania,,,garaż/miejsce parkingowe,,"ul. Leona Petrażyckiego, Olszyny, Dębniki, Kraków, małopolskie"
3131,1018368,74.88,4,,balkon,,garaż/miejsce parkingowe,miejskie,"Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
3132,942684,103.69,5,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Półłanki, Rybitwy, Podgórze, Kraków, małopolskie"
3133,1149000,84.48,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3134,1749000,185.0,5,do zamieszkania,ogródek,,,gazowe,"Skotniki, Dębniki, Kraków, małopolskie"
3135,1099000,58.0,2,,balkon,,,miejskie,"ul. św. Teresy, Piasek, Stare Miasto, Kraków, małopolskie"
3136,282420,15.69,1,do wykończenia,,,,,"Stare Miasto, Stare Miasto, Kraków, małopolskie"
3137,799000,49.7,2,do zamieszkania,,500,,miejskie,"os. Stalowe, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3138,788539,48.62,3,,balkon,,,,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3139,498000,27.42,1,,balkon,,garaż/miejsce parkingowe,,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3140,505157,27.42,1,,balkon,,,,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3141,233000,20.3,1,do wykończenia,,40,,,"ul. Walerego Sławka, Płaszów, Podgórze, Kraków, małopolskie"
3142,223000,19.4,1,do wykończenia,,40,,,"ul. Walerego Sławka, Płaszów, Podgórze, Kraków, małopolskie"
3143,794098,56.12,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3144,839000,42.0,2,,balkon,600,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
3145,645000,31.0,2,,balkon,330,,inne,"Płaszów, Podgórze, Kraków, małopolskie"
3146,1023888,69.12,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3147,2254080,93.92,4,,,,garaż/miejsce parkingowe,miejskie,"ul. Stanisława Przybyszewskiego, Bronowice, Bronowice, Kraków, małopolskie"
3148,800000,49.0,3,do zamieszkania,balkon,618,garaż/miejsce parkingowe,miejskie,"ul. Lubelska, Krowodrza, Krowodrza, Kraków, małopolskie"
3149,729000,46.2,2,do zamieszkania,balkon,490,,miejskie,"Chmieleniec, Bobrzyńskiego, Konopczyńskiego, Ruczaj, Dębniki, Kraków, małopolskie"
3150,809730,59.98,3,,"balkon, ogródek",,garaż/miejsce parkingowe,miejskie,"Łęg, Czyżyny, Kraków, małopolskie"
3151,1330000,110.31,5,do zamieszkania,"ogródek, taras",400,,gazowe,"ul. Stanisława Moniuszki, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
3152,398800,35.01,2,do wykończenia,balkon,300,garaż/miejsce parkingowe,gazowe,"Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3153,752500,34.0,1,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Rakowicka, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
3154,889000,48.37,2,do zamieszkania,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. Tadeusza Szafrana, Stare Podgórze, Podgórze, Kraków, małopolskie"
3155,652000,19.54,1,do zamieszkania,,220,garaż/miejsce parkingowe,miejskie,"ul. św. Sebastiana, Stradom, Stare Miasto, Kraków, małopolskie"
3156,389000,33.5,2,do wykończenia,balkon,300,garaż/miejsce parkingowe,gazowe,"Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3157,750000,68.5,4,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Balicka, Mydlniki, Bronowice, Kraków, małopolskie"
3158,728000,56.0,3,do zamieszkania,balkon,800,garaż/miejsce parkingowe,miejskie,"os. Piastów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3159,815000,55.6,2,do zamieszkania,taras,650,garaż/miejsce parkingowe,miejskie,"Ruczaj, Dębniki, Kraków, małopolskie"
3160,1180000,82.0,4,,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. mjr. Ryszarda Nuszkiewicza, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3161,455000,35.0,1,do zamieszkania,,110,,elektryczne,"ul. Bronowicka, Bronowice, Bronowice, Kraków, małopolskie"
3162,1015920,56.44,2,do wykończenia,ogródek,,,miejskie,"ul. Stanisława Przybyszewskiego, Bronowice, Bronowice, Kraków, małopolskie"
3163,1066000,52.0,3,do wykończenia,,,,,"ul. Królowej Jadwigi, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3164,,74.44,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
3165,857000,46.5,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,inne,"ul. Emaus, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
3166,1230000,127.0,6,do wykończenia,balkon,,garaż/miejsce parkingowe,inne,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3167,1247000,60.5,4,do zamieszkania,balkon,980,garaż/miejsce parkingowe,,"Bronowice, Bronowice, Kraków, małopolskie"
3168,520000,36.5,2,do zamieszkania,,,,miejskie,"ul. Złoty Róg, Bronowice, Bronowice, Kraków, małopolskie"
3169,2120809,96.62,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Spiżowa, Małe Błonia, Krowodrza, Kraków, małopolskie"
3170,1348885,77.3,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Spiżowa, Małe Błonia, Krowodrza, Kraków, małopolskie"
3171,1454903,97.0,4,do zamieszkania,"balkon, taras",,,,"Ruczaj, Dębniki, Kraków, małopolskie"
3172,649000,41.4,2,do zamieszkania,balkon,460,garaż/miejsce parkingowe,miejskie,"ul. Karola Bunscha, Ruczaj, Dębniki, Kraków, małopolskie"
3173,,68.51,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
3174,3542160,147.59,5,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,miejskie,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie"
3175,881220,46.38,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
3176,,64.77,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3177,683207,35.77,2,do wykończenia,"taras, ogródek",,garaż/miejsce parkingowe,miejskie,"Bronowice Małe, Bronowice, Kraków, małopolskie"
3178,823000,50.0,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,,"Jana Kantego Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
3179,670000,40.52,2,do wykończenia,balkon,400,garaż/miejsce parkingowe,,"Jana Kantego Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
3180,640000,52.0,3,do zamieszkania,,500,,miejskie,"ul. Jakuba Bojki, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3181,2129500,125.5,4,do wykończenia,"balkon, ogródek, taras",900,garaż/miejsce parkingowe,inne,"ul. Królowej Jadwigi, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3182,795000,55.0,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3183,,60.23,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Facimiech, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie"
3184,1199000,49.96,3,do zamieszkania,,,,gazowe,"ul. Starowiślna, Kazimierz, Stare Miasto, Kraków, małopolskie"
3185,591000,32.5,2,do wykończenia,"balkon, ogródek",300,,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3186,679999,48.0,3,do zamieszkania,,,garaż/miejsce parkingowe,miejskie,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3187,1350000,46.0,2,do zamieszkania,balkon,700,garaż/miejsce parkingowe,miejskie,"ul. Kremerowska, Piasek, Stare Miasto, Kraków, małopolskie"
3188,1370000,96.0,3,do zamieszkania,balkon,,,gazowe,"ul. Morelowa, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3189,740000,64.0,3,do zamieszkania,,900,garaż/miejsce parkingowe,miejskie,"ul. Kobierzyńska, Zakrzówek, Dębniki, Kraków, małopolskie"
3190,799000,47.0,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"Bronowice Małe, Bronowice, Kraków, małopolskie"
3191,640000,35.0,2,do zamieszkania,balkon,450,garaż/miejsce parkingowe,miejskie,"ul. Nowohucka, Łęg, Czyżyny, Kraków, małopolskie"
3192,689000,47.0,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"os. Piastów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3193,199000,35.0,2,do zamieszkania,,550,,elektryczne,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3194,759000,28.1,1,do zamieszkania,balkon,500,,miejskie,"ul. płk. Francesco Nullo, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3195,586000,41.0,2,do wykończenia,balkon,400,garaż/miejsce parkingowe,miejskie,"ul. Henryka Pachońskiego, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3196,745000,55.05,3,do zamieszkania,,780,garaż/miejsce parkingowe,miejskie,"Nowa Huta, Nowa Huta, Kraków, małopolskie"
3197,715896,58.68,3,,,,garaż/miejsce parkingowe,,"ul. Piasta Kołodzieja, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3198,624757,41.93,2,,,,garaż/miejsce parkingowe,,"ul. Piasta Kołodzieja, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3199,552800,34.55,2,,,,garaż/miejsce parkingowe,,"Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3200,630000,58.0,3,do remontu,balkon,,,miejskie,"Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3201,421000,37.75,2,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3202,840000,43.0,2,do wykończenia,ogródek,100,,gazowe,"ul. Biskupia, Piasek, Stare Miasto, Kraków, małopolskie"
3203,757316,63.64,3,do wykończenia,taras,,garaż/miejsce parkingowe,miejskie,"ul. Piasta Kołodzieja, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3204,435000,39.57,2,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3205,1200000,47.0,2,do zamieszkania,,350,,,"Stradom, Stare Miasto, Kraków, małopolskie"
3206,405000,26.09,1,do zamieszkania,balkon,,,kotłownia,"ul. Huculska, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie"
3207,418000,28.5,1,do zamieszkania,balkon,250,,gazowe,"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie"
3208,1549000,65.99,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
3209,1649000,65.99,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
3210,1052250,91.5,5,do zamieszkania,"balkon, ogródek",,garaż/miejsce parkingowe,miejskie,"ul. Forteczna, Kliny, Swoszowice, Kraków, małopolskie"
3211,779000,41.0,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
3212,900749,67.02,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3213,939985,67.82,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3214,1249859,69.63,3,,ogródek,,garaż/miejsce parkingowe,,"ul. Brązownicza, Małe Błonia, Krowodrza, Kraków, małopolskie"
3215,1750000,136.0,4,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,gazowe,"ul. Pylna, Chełm, Zwierzyniec, Kraków, małopolskie"
3216,570160,48.18,3,do wykończenia,balkon,1,garaż/miejsce parkingowe,miejskie,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3217,899999,67.0,3,do zamieszkania,balkon,700,garaż/miejsce parkingowe,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3218,550000,44.0,3,do zamieszkania,,470,garaż/miejsce parkingowe,miejskie,"os. Na Lotnisku, Bieńczyce, Bieńczyce, Kraków, małopolskie"
3219,503880,31.64,2,,,,,miejskie,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
3220,859999,49.3,3,,taras,600,garaż/miejsce parkingowe,miejskie,"ul. Henryka Pachońskiego, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3221,429000,37.84,2,do wykończenia,"taras, ogródek",1,,miejskie,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3222,1617268,83.15,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Stanisława Przybyszewskiego, Małe Błonia, Krowodrza, Kraków, małopolskie"
3223,1249859,69.63,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Stanisława Przybyszewskiego, Małe Błonia, Krowodrza, Kraków, małopolskie"
3224,907920,77.6,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Piaszczysta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3225,729000,46.2,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"Ruczaj, Dębniki, Kraków, małopolskie"
3226,819000,63.0,3,do zamieszkania,,800,,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3227,1819000,107.5,5,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,miejskie,"ul. Orawska, Stare Podgórze, Podgórze, Kraków, małopolskie"
3228,750000,49.65,2,do zamieszkania,balkon,520,,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3229,545000,42.1,2,do zamieszkania,balkon,,,miejskie,"Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3230,632264,46.49,2,,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Erazma Jerzmanowskiego, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
3231,421000,37.46,2,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3232,446000,42.18,3,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Potrzask, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
3233,771592,44.81,2,do wykończenia,,,,,"Bronowice, Bronowice, Kraków, małopolskie"
3234,965092,56.11,4,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3235,690083,36.13,2,do wykończenia,"ogródek, taras",,,miejskie,"ul. Rydlówka, Bronowice Małe, Bronowice, Kraków, małopolskie"
3236,998867,72.91,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"Kobierzyn, Dębniki, Kraków, małopolskie"
3237,779100,51.94,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
3238,1182235,57.67,3,do wykończenia,,,,,"ul. Królowej Jadwigi, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3239,629592,56.72,3,,balkon,,,,"Skawina, Skawina, krakowski, małopolskie"
3240,805361,90.49,4,,balkon,,,,"Skawina, Skawina, krakowski, małopolskie"
3241,873190,60.22,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3242,1218300,81.22,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3243,1533440,95.84,5,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3244,870480,56.16,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3245,1121250,74.75,4,do wykończenia,balkon,,,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3246,758725,48.95,3,,balkon,,,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3247,945000,63.0,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3248,629280,39.33,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Składowa, Krowodrza, Krowodrza, Kraków, małopolskie"
3249,860000,58.0,3,do zamieszkania,,740,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3250,1130000,72.34,3,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3251,1115000,67.36,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3252,1010000,64.68,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3253,869000,55.09,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3254,1300000,58.3,3,do zamieszkania,,320,,gazowe,"ul. Przemyska, Kazimierz, Stare Miasto, Kraków, małopolskie"
3255,891648,51.84,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3256,699000,55.61,2,do zamieszkania,,,,,"Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3257,1104700,49.0,2,do zamieszkania,balkon,290,,miejskie,"Kazimierz, Stare Miasto, Kraków, małopolskie"
3258,649000,46.5,2,do remontu,,300,,elektryczne,"ul. św. Sebastiana, Stradom, Stare Miasto, Kraków, małopolskie"
3259,1170546,87.78,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3260,1116450,51.0,3,do zamieszkania,,,,miejskie,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3261,1118750,62.5,3,do wykończenia,,,,miejskie,"Grzegórzki, Grzegórzki, Kraków, małopolskie"
3262,866320,66.64,4,,balkon,,garaż/miejsce parkingowe,miejskie,"os. Górali, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3263,1190000,75.7,2,do zamieszkania,balkon,500,,,"ul. Paulińska, Kazimierz, Stare Miasto, Kraków, małopolskie"
3264,790000,66.0,3,,balkon,660,,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3265,893884,51.97,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,gazowe,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
3266,823407,63.83,2,,,,,,"ul. dr. Jana Piltza, Kobierzyn, Dębniki, Kraków, małopolskie"
3267,593808,42.72,2,,,,,,"ul. dr. Jana Piltza, Kobierzyn, Dębniki, Kraków, małopolskie"
3268,1122990,55.0,3,do wykończenia,,,,miejskie,"ul. Mogilska, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
3269,739000,43.48,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3270,680000,38.88,2,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3271,1199000,98.84,5,do zamieszkania,,400,,gazowe,"ul. Loretańska, Piasek, Stare Miasto, Kraków, małopolskie"
3272,749000,53.0,3,,balkon,,garaż/miejsce parkingowe,miejskie,"Olsza, Prądnik Czerwony, Kraków, małopolskie"
3273,1202796,63.64,3,,"balkon, taras",,,,"ul. Juliusza Lea, Łobzów, Krowodrza, Kraków, małopolskie"
3274,883915,44.24,2,,"balkon, taras",,,,"ul. Juliusza Lea, Łobzów, Krowodrza, Kraków, małopolskie"
3275,1044607,68.85,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3276,681569,36.44,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3277,713779,38.17,1,do wykończenia,"ogródek, taras",,,miejskie,"ul. Rydlówka, Bronowice Małe, Bronowice, Kraków, małopolskie"
